ancient,old,new,CTB 0.001ug/ml Slide#14525 CFG#2342 v5.0 Alexa488 10/13/11 HJ,CTB 0.01ug/ml Slide#14525 CFG#2342 v5.0 Alexa488 10/13/11 HJ,CTB 0.1ug/ml Slide#14501 CFG#2342 v5.0 Alexa488 10/4/11 HJ,CTB 1ug/ml Slide#14486 CFG#2342 v5.0 Alexa488 10/3/11 HJ,CTB 10ug/ml Slide#14501 CFG#2342 v5.0 Alexa488 10/13/11 HJ,WT-VCC (180ug/ml) CFG#2364 Slide#:14512 10/06/2011 Alexa488  CMZ,WT-VCC (10ug/ml) CFG#2364 Slide#:14518 10/06/2011 Alexa488  CMZ,WT-VCC (1ug/ml) CFG#2364 Slide#:14518 10/06/2011 Alexa488  CMZ,VCC-truncated 180ug/ml Slide#14638 CFG#2364 v5.0 Alexa488 11/7/11 HJ,CtxB T49I 200ug/ml Slide#14930 CFG#2485 v5.0 Alexa488 12/19/11 HJ,CtxB H20Y 200ug/ml Slide#14931 CFG#2485 v5.0 Alexa488 12/19/11 HJ,CtxB dm 200ug/ml Slide#14928 CFG#2485 v5.0 Alexa488 12/19/11 HJ,CtxB classical 200ug/ml Slide#14929 CFG#2485 v5.0 Alexa488 12/19/11 HJ,Cad-1 (200ug/mL) Slide#11341 CFG#1847 v4.1 Alexa488 1/14/10 Hong,Cad-2(200ug/mL) Slide#11342 CFG#1847 v4.1 Alexa488 1/14/10 Hong,Cad-3 (200ug/mL) Slide#11343 CFG#1847 v4.1 Alexa488 1/14/10 Hong
Galβ1-4GlcNAcβ1-3GalNAcα-Sp14,Galb1-4GlcNAcb1-3GalNAc-Sp14,Galb1-4GlcNAcb1-3GalNAc-Sp14,111.51372500000002,161.088125,212.43712500000004,109.063225,159.42665,318.161,84.9221,96.216225,46.323825,1.2144500000000005,9.795575000000003,77.423125,11.367725,6.060799999999999,4.516899999999998,3.4213499999999986
Galβ1-4GlcNAcβ1-3Galβ1-4(Fucα1-3)GlcNAcβ1-3Galβ1-4(Fucα1-3)GlcNAcβ-Sp0,Galb1-4GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0,Galb1-4GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0,34.90902500000001,118.744025,146.54075,134.641525,102.548525,601.6781000000002,88.79412499999998,92.198125,65.92445000000001,43.73707500000002,1141.16495,346.378675,2264.688725,6.950700000000001,-0.2438749999999992,-3.2004249999999987
Galβ1-4GlcNAcβ1-3Galβ1-4GlcNAcβ1-3Galβ1-4GlcNAcβ-Sp0,Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0,Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0,78.25525000000002,114.07317500000002,60.64492500000002,57.61984999999997,37.62717500000001,318.397575,54.95429999999999,78.82,48.01824999999999,12.789324999999995,13.5993,163.07945000000004,36.65625,1.483175,3.432624999999999,2.029
Galβ1-4GlcNAcβ1-3Galβ1-4GlcNAcβ-Sp0,Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0,Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0,29.6235,75.228125,121.2071,37.14855000000001,67.06164999999999,560.3513750000002,91.4738,55.53832500000001,29.9937,18.335775,9.70855,122.13645,27.102200000000003,-1.3612249999999992,1.3116499999999984,0.12764999999999915
Galβ1-4GlcNAcβ1-3Galβ1-4Glcβ-Sp0,Galb1-4GlcNAcb1-3Galb1-4Glcb-Sp0,Galb1-4GlcNAcb1-3Galb1-4Glcb-Sp0,86.463225,77.222625,68.65292500000001,86.75302500000002,86.20099999999998,489.9986,52.86790000000001,62.905175,56.33284999999999,4.616299999999998,12.25875,94.60775,44.18607500000001,1.1103500000000013,4.418874999999999,6.503724999999997
Galβ1-4GlcNAcβ1-3Galβ1-4Glcβ-Sp8,Galb1-4GlcNAcb1-3Galb1-4Glcb-Sp8,Galb1-4GlcNAcb1-3Galb1-4Glcb-Sp8,105.26657500000003,72.13032499999997,78.67885000000003,49.96515000000001,82.64217499999998,1243.074025,67.77537500000001,162.90729999999996,56.85382500000002,32.05875,110.874,75.38759999999998,37.69595,2.930550000000002,4.547699999999999,-2.8370250000000024
Galβ1-4GlcNAcβ1-6(Galβ1-3)GalNAcα-Sp8,Galb1-4GlcNAcb1-6(Galb1-3)GalNAca-Sp8,Galb1-4GlcNAcb1-6(Galb1-3)GalNAca-Sp8,42.651375,-19.049200000000006,16.430674999999994,51.105425,99.94100000000005,731.9147,134.02867500000002,38.426225,69.908625,38.732825,128.4263,125.806225,149.63595,3.4142249999999987,8.631125000000003,0.3199500000000004
Galβ1-3(Galβ1-4GlcNAcβ1-6)GalNAcα-Sp8,Galb1-3(Galb1-4GlcNAcb1-6)GalNAca-Sp8,,,,,,,,,,,,,,,2.7992000000000012,2.4649249999999983,1.315074999999999
Galβ1-3(Galβ1-4GlcNAcβ1-6)GalNAc-Sp14,Galb1-3(Galb1-4GlcNAcb1-6)GalNAc-Sp14,Galb1-4GlcNAcb1-6(Galb1-3)GalNAc-Sp14,85.28932499999998,69.12060000000001,133.34680000000003,115.46007500000002,39.997125,366.55574999999993,86.69365000000002,91.5849,23.28585000000001,64.634675,805.28385,827.4721250000001,205.89045,0.11447499999999874,2.776875,-4.204800000000001
Galβ1-4GlcNAcβ-Sp0,Galb1-4GlcNAcb-Sp0,Galb1-4GlcNAcb-Sp0,103.11485000000002,57.742325,51.15482500000001,163.66385000000002,72.606375,332.774125,147.84709999999995,152.71015,47.91207500000001,9.563549999999998,107.36489999999998,80.53057499999997,33.163675,-0.5098999999999991,0.0521749999999992,4.221000000000002
Galβ1-4GlcNAcβ-Sp8,Galb1-4GlcNAcb-Sp8,Galb1-4GlcNAcb-Sp8,69.53755,33.43075,106.836575,81.543475,74.234375,196.23835000000003,91.61915000000002,50.929075,20.504625,23.5165,32.999575,210.65872500000003,236.06,8.038375,-0.7428500000000007,0.6693500000000014
,,Galb1-4GlcNAcb-Sp23,42.502675,62.01797500000001,29.737949999999987,61.04039999999999,7.617350000000003,379.7930000000002,82.61262500000002,31.08835,69.79525,5.500575000000001,59.86217499999999,285.732625,110.047025,,,
Galβ1-4Glcβ-Sp0,Galb1-4Glcb-Sp0,Galb1-4Glcb-Sp0,101.55352499999998,104.42227500000004,89.17682500000002,143.9391,78.64527500000003,346.59462499999995,77.34044999999998,100.44277499999998,47.62822500000001,24.0196,23.9576,90.358775,56.273375,-1.7515,1.7436999999999996,3.80875
Galβ1-4Glcβ-Sp8,Galb1-4Glcb-Sp8,Galb1-4Glcb-Sp8,71.97455,194.76845000000003,64.02370000000002,77.3981,147.17967499999997,250.205975,56.11842500000001,90.337925,69.54487499999999,14.24045,21.11985,235.12145,148.29622500000005,7.928724999999997,0.8858249999999996,1.76
GlcNAcα1-3Galβ1-4GlcNAcβ-Sp8,GlcNAca1-3Galb1-4GlcNAcb-Sp8,GlcNAca1-3Galb1-4GlcNAcb-Sp8,55.9408,16.157075000000006,68.517675,17.959699999999994,191.790025,166.592275,50.79442499999999,95.80642500000002,22.79607500000001,8.106800000000002,11.144975,23.731649999999995,17.707725000000003,2.7327250000000003,-0.12390000000000168,4.466175
GlcNAcα1-6Galβ1-4GlcNAcβ-Sp8,GlcNAca1-6Galb1-4GlcNAcb-Sp8,GlcNAca1-6Galb1-4GlcNAcb-Sp8,45.328125,64.69082500000002,12.615050000000005,25.375974999999986,159.242475,464.5809,67.78305,55.45744999999998,41.895,14.729925,20.788675,95.11010000000002,35.50597499999999,1.3755500000000005,-1.1598000000000006,3.88125
GlcNAcβ1-2Galβ1-3GalNAcα-Sp8,GlcNAcb1-2Galb1-3GalNAca-Sp8,GlcNAcb1-2Galb1-3GalNAca-Sp8,29.94840000000001,26.88875,73.983325,50.565250000000006,178.99494999999996,359.51069999999993,79.65365,72.68197499999997,49.66392499999999,31.738824999999995,15.806325,50.082225,32.00095,0.5334249999999985,1.65815,-1.696374999999998
GlcNAcβ1-3(GlcNAcβ1-6)GalNAcα-Sp8,GlcNAcb1-3(GlcNAcb1-6)GalNAca-Sp8,GlcNAcb1-6(GlcNAcb1-3)GalNAca-Sp8,25.457624999999997,105.309625,46.1906,37.7631,79.40990000000002,235.419225,65.8244,81.814675,43.782025,7.660300000000001,18.155925,94.479575,21.49595,4.374975000000002,3.424675000000001,1.283975
GlcNAcβ1-3(GlcNAcβ1-6)Galβ1-4GlcNAcβ-Sp8,GlcNAcb1-3(GlcNAcb1-6)Galb1-4GlcNAcb-Sp8,GlcNAcb1-6(GlcNAcb1-3)GalNAca-Sp14,86.51367499999998,127.8176,40.76017499999999,214.9603,31.67495000000001,263.75355,103.272925,96.496625,61.80744999999999,19.83875,38.877275,45.791375000000016,27.852425000000004,2.7344750000000024,-1.8835000000000008,-0.9130250000000021
,,GlcNAcb1-6(GlcNAcb1-3)Galb1-4GlcNAcb-Sp8,-1.0590499999999992,24.86622500000001,23.20145000000001,-43.629649999999984,135.10457499999995,174.21605,124.97960000000013,41.53175,62.06797499999999,12.128099999999995,35.77255,49.9043,9.80585,,,
GlcNAcβ1-3GalNAcα-Sp8,GlcNAcb1-3GalNAca-Sp8,GlcNAcb1-3GalNAca-Sp8,-14.619674999999988,76.40740000000002,84.6755,91.03005000000003,71.87045,391.60917500000005,93.756325,65.947525,208.67455,25.2412,71.68907500000002,35.65035,19.869325000000003,5.9842999999999975,2.514025,2.7922999999999973
GlcNAcβ1-3GalNAcα-Sp14,GlcNAcb1-3GalNAca-Sp14,GlcNAcb1-3GalNAca-Sp14,109.261275,44.92910000000003,59.40217499999999,72.60244999999998,23.72429999999999,115.869175,35.30397499999999,56.524125,51.3245,10.311699999999998,17.672900000000006,75.52375,11.43325,2.9333,-0.11775000000000092,9.419050000000002
GlcNAcβ1-3Galβ-Sp8,GlcNAcb1-3Galb-Sp8,GlcNAcb1-3Galb-Sp8,82.237575,81.14815000000003,82.336075,65.365775,30.297225000000005,356.57435,87.33047499999998,75.577225,28.627675000000004,10.618225,4.8503250000000016,97.52847499999996,4.252399999999996,2.8288499999999988,4.918125,0.1993500000000008
GlcNAcβ1-3Galβ1-4GlcNAcβ-Sp0,GlcNAcb1-3Galb1-4GlcNAcb-Sp0,GlcNAcb1-3Galb1-4GlcNAcb-Sp0,58.94245,94.38925000000003,47.06439999999999,132.82484999999997,63.3905,217.898675,76.21092500000002,51.690725,31.097075000000004,15.301749999999998,13.7667,109.5219,14.418324999999996,7.1073749999999976,0.3681000000000001,14.138875
GlcNAcβ1-3Galβ1-4GlcNAcβ-Sp8,GlcNAcb1-3Galb1-4GlcNAcb-Sp8,GlcNAcb1-3Galb1-4GlcNAcb-Sp8,73.3358,40.34522499999999,40.7556,55.92995,0.7254749999999959,142.47885,79.946675,94.25705000000002,26.609200000000016,0.8968249999999998,11.208950000000005,44.59450000000001,11.479799999999996,11.442,11.017999999999999,-3.9284250000000007
GlcNAcβ1-3Galβ1-4GlcNAcβ1-3Galβ1-4GlcNAcβ-Sp0,GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0,GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0,16.822550000000007,26.933475000000016,44.82282500000001,30.91515000000002,145.57095,144.49245000000005,36.895375,38.80027499999998,102.218125,15.201549999999996,9.131325,70.1102,10.005849999999997,4.281425,5.85605,0.19567499999999785
GlcNAcβ1-3Galβ1-4Glcβ-Sp0,GlcNAcb1-3Galb1-4Glcb-Sp0,GlcNAcb1-3Galb1-4Glcb-Sp0,110.55007500000002,54.90355,95.02902500000002,98.90570000000002,176.087325,294.71922499999994,74.13817500000003,100.87387500000004,50.72390000000002,13.6553,14.267950000000004,52.29634999999999,19.729775000000004,0.5825999999999993,2.5253749999999986,-0.025350000000000428
GlcNAcβ1-4-MDPLys,GlcNAcb1-4-MDPLys,GlcNAcb1-4-MDPLys,3.523225000000004,42.73734999999999,56.7135,19.624725,47.526524999999936,469.0505,59.88337500000002,71.31702499999999,53.181475,9.668925000000002,22.285975000000004,68.21647499999999,12.086424999999998,-0.4814750000000014,-2.1327,3.11365
GlcNAcβ1-4(GlcNAcβ1-6)GalNAcα-Sp8,GlcNAcb1-4(GlcNAcb1-6)GalNAca-Sp8,GlcNAcb1-6(GlcNAcb1-4)GalNAca-Sp8,62.40710000000003,37.269075000000015,33.595525,95.5558,42.237350000000006,464.36162500000006,120.55175,87.942125,39.783375,17.560824999999998,17.936775000000004,38.0566,35.33655,1.6026749999999996,6.4156749999999985,1.4608000000000008
GlcNAcβ1-4Galβ1-4GlcNAcβ-Sp8,GlcNAcb1-4Galb1-4GlcNAcb-Sp8,GlcNAcb1-4Galb1-4GlcNAcb-Sp8,6.312649999999992,3.8300749999999937,38.680325,31.46662500000001,-20.965150000000012,460.31774999999993,110.242575,135.3967,60.90275000000001,20.14972499999999,10.307875,36.959175000000016,49.505825,4.1025,1.9030749999999976,1.012999999999998
GlcNAcβ1-4GlcNAcβ1-4GlcNAcβ1-4GlcNAcβ1-4GlcNAcβ1-4GlcNAcβ1-4β-Sp8,(GlcNAcb1-4)6b-Sp8,GlcNAcb1-4GlcNAcb1-4GlcNAcb1-4GlcNAcb1-4GlcNAcb1-4GlcNAcb1-Sp8,49.24859999999998,71.288775,107.9684,93.0039,107.28994999999998,164.42337500000005,123.801875,71.78110000000002,73.43535,18.5516,18.833174999999994,74.33619999999998,26.30985,4.958925000000002,-0.4617749999999994,4.7975
GlcNAcβ1-4GlcNAcβ1-4GlcNAcβ1-4GlcNAcβ1-4GlcNAcβ-Sp8,(GlcNAcb1-4)5b-Sp8,GlcNAcb1-4GlcNAcb1-4GlcNAcb1-4GlcNAcb1-4GlcNAcb1-Sp8,46.11094999999999,59.137075,62.46617499999999,24.22625,46.87639999999998,199.6555,77.616425,106.871575,50.14875,13.708575,34.01817499999999,30.174775000000004,16.614175,0.02169999999999828,1.7589250000000014,2.5211250000000014
GlcNAcβ1-4GlcNAcβ1-4GlcNAcβ-Sp8,GlcNAcb1-4GlcNAcb1-4GlcNAcb-Sp8,GlcNAcb1-4GlcNAcb1-4GlcNAcb-Sp8,49.01795,58.806575,22.62985,69.84290000000001,84.820675,445.34235,67.86202499999999,67.6886,51.64982500000001,9.167199999999998,19.794675000000005,91.8889,35.77317499999999,0.8759999999999994,8.890475000000002,-0.5558000000000001
GlcNAcβ1-6(Galβ1-3)GalNAcα-Sp8,GlcNAcb1-6(Galb1-3)GalNAca-Sp8,,,,,,,,,,,,,,,3.115549999999999,-0.1434749999999978,-0.6930499999999986
GlcNAcβ1-6GalNAcα-Sp8,GlcNAcb1-6GalNAca-Sp8,GlcNAcb1-6GalNAca-Sp8,93.1325,88.80014999999996,107.739725,22.36877500000001,37.799725,935.5722000000003,98.15207499999998,170.043,53.841275,38.75945000000001,58.264875,41.9273,17.233225000000004,-3.8478,2.408275,-0.280125
GlcNAcβ1-6GalNAcα-Sp14,GlcNAcb1-6GalNAca-Sp14,GlcNAcb1-6GalNAca-Sp14,74.158225,155.3754,73.36699999999998,105.75770000000004,75.54710000000001,497.6160249999999,145.51949999999994,138.489275,74.938825,16.025825,33.48542499999999,64.1353,35.98755000000001,0.5111499999999998,-2.7127999999999988,-1.913974999999998
GlcNAcβ1-6Galβ1-4GlcNAcβ-Sp8,GlcNAcb1-6Galb1-4GlcNAcb-Sp8,GlcNAcb1-6Galb1-4GlcNAcb-Sp8,12.562425000000005,8.20035,63.552125,20.010125000000016,63.230074999999935,406.19557500000013,59.2381,81.598475,28.209875000000004,12.315525,36.66465,46.059125,20.073625000000003,-0.7338749999999976,0.3492000000000033,-4.242124999999999
Glcα1-4Glcβ-Sp8,Glca1-4Glcb-Sp8,Glca1-4Glcb-Sp8,99.74177499999996,129.360275,95.822425,180.35292500000003,123.05470000000004,517.4032,104.96385,82.00769999999999,59.728125,34.19672500000001,136.123,180.99212500000004,53.02202499999999,1.1231500000000016,0.8801999999999994,4.770725
Glcα1-4Glcα-Sp8,Glca1-4Glca-Sp8,Glca1-4Glca-Sp8,96.86047499999998,143.213475,80.17135000000002,58.7775,590.4732999999998,256.36125,60.353625,79.59955,46.34302500000001,11.713325000000005,15.299325,115.8748,43.75442500000001,0.14190000000000058,-1.3882000000000012,3.39
Glcα1-6Glcα1-6Glcβ-Sp8,Glca1-6Glca1-6Glcb-Sp8,Glca1-6Glca1-6Glcb-Sp8,106.568425,83.04724999999995,117.02532499999998,51.2794,50.8612,258.7201,117.07515,41.55737500000002,49.18397500000001,7.430875,11.842950000000005,210.83545,34.47967499999999,-0.2434749999999992,3.054175,1.695
Glcβ1-4Glcβ-Sp8,Glcb1-4Glcb-Sp8,Glcb1-4Glcb-Sp8,41.81384999999999,112.03072500000003,105.923675,79.31302500000005,800.4214750000001,227.744375,70.086975,67.39822500000001,67.14,33.0654,30.22495,154.18215,100.3609,-0.4314250000000008,1.4275249999999984,3.2098499999999994
Glcβ1-6Glcβ-Sp8,Glcb1-6Glcb-Sp8,Glcb1-6Glcb-Sp8,150.05185,101.043075,62.12580000000002,41.806800000000024,67.17175000000006,367.521975,45.37152499999999,56.74314999999999,59.53855000000001,36.79182499999999,53.708999999999996,328.01535,114.95317500000002,2.896475000000001,1.971475,2.512825000000003
G-ol-Sp8,G-ol-Sp8,G-ol-Sp8,38.58019999999999,83.81202499999998,80.76415,150.454475,98.31445000000002,501.10629999999986,104.4927,46.625225,80.12024999999998,30.312725,46.601000000000006,93.85125,33.114375,-2.2512250000000016,3.248575,-0.024750000000000938
GlcAα-Sp8,GlcAa-Sp8,GlcAa-Sp8,46.48299999999999,81.74114999999998,146.313375,195.11885,127.43600000000004,313.3916250000001,70.52287500000001,73.312375,85.2214,10.749075,45.09502500000001,96.00152499999996,17.008425000000006,1.9310250000000029,0.587275,4.6996
GlcAβ-Sp8,GlcAb-Sp8,GlcAb-Sp8,549.180675,622.830525,726.7121249999999,641.0967,741.7237499999999,361.31072500000016,153.95230000000004,107.011325,51.0681,11.638125,40.0223,59.50880000000001,9.56725,3.3647,0.8228749999999998,7.7736500000000035
GlcAβ1-3Galβ-Sp8,GlcAb1-3Galb-Sp8,GlcAb1-3Galb-Sp8,108.081125,98.80710000000002,67.458675,65.36100000000002,57.57965,392.1486,120.16307500000002,83.48442500000002,51.422675,13.769075,57.07419999999999,97.9956,12.514775,-0.16537500000000005,2.0778750000000006,6.887099999999998
GlcAβ1-6Galβ-Sp8,GlcAb1-6Galb-Sp8,GlcAb1-6Galb-Sp8,147.645125,174.96120000000008,45.044500000000006,102.56375,109.71587500000004,781.5882750000002,68.2165,106.79675,82.11870000000003,18.311875,77.64850000000001,36.53377499999999,29.64365,2.058700000000016,-0.6916750000000036,5.058325
KDNα2-3Galβ1-3GlcNAcβ-Sp0,KDNa2-3Galb1-3GlcNAcb-Sp0,KDNa2-3Galb1-3GlcNAcb-Sp0,31.0962,68.386175,64.3515,151.39042500000005,145.490775,316.3483,46.86142500000001,83.780825,50.80837500000001,4.588775000000002,35.33822499999999,77.70577499999997,14.012250000000005,2.6777750000000005,-2.972700000000001,-3.0776749999999997
KDNα2-3Galβ1-4GlcNAcβ-Sp0,KDNa2-3Galb1-4GlcNAcb-Sp0,KDNa2-3Galb1-4GlcNAcb-Sp0,92.92267499999996,68.54142499999999,93.48149999999997,63.16789999999999,68.80212500000005,500.44942500000013,46.588475,73.69740000000002,35.493824999999994,8.800150000000002,60.051825,28.339825,14.132599999999998,-3.8322499999999993,-0.23079999999999856,-2.2516249999999993
Manα1-2Manα1-2Manα1-3Manα-Sp9,Mana1-2Mana1-2Mana1-3Mana-Sp9,Mana1-2Mana1-2Mana1-3Mana-Sp9,83.45112499999998,51.748525,28.606925,117.60469999999998,100.05747500000004,97.2079,58.74825,71.04400000000003,60.4846,4.629750000000001,23.7593,83.30415,4.6114250000000006,1.3686499999999997,-1.22715,3.3359749999999995
Manα1-2Manα1-3(Manα1-2Manα1-6)Manα-Sp9,Mana1-2Mana1-3(Mana1-2Mana1-6)Mana-Sp9,Mana1-2Mana1-6(Mana1-2Mana1-3)Mana-Sp9,48.675575000000016,49.49022499999999,35.82377500000001,48.357025,96.70834999999998,198.947375,63.696175,48.46364999999999,61.91555,10.597775,9.9238,58.856875,9.938199999999998,2.7925249999999986,1.8764000000000003,0.833025000000001
Manα1-2Manα1-3Manα-Sp9,Mana1-2Mana1-3Mana-Sp9,Mana1-2Mana1-3Mana-Sp9,114.14087499999997,66.59660000000002,42.42265,49.215625,149.2929,379.5043,80.14290000000003,94.0321,57.25480000000002,6.2706750000000016,7.857825,182.33322500000003,38.66295,3.430175,-0.2354249999999993,1.5035500000000006
Manα1-6(Manα1-2Manα1-3)Manα1-6(Manα1-2Manα1-3)Manβ1-4GlcNAcβ1-4GlcNAcβ-Sp12,Mana1-6[Mana1-2Mana1-3]Mana1-6[Mana1-2Mana1-3]Manb1-4GlcNAcb1-4GlcNAcb-Sp12,Mana1-6(Mana1-2Mana1-3)Mana1-6(Mana1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,66.084325,50.36080000000001,45.697275,31.051175,25.517974999999996,280.16505000000006,35.418425,56.04395000000001,69.665075,9.63655,7.972300000000003,66.637325,12.2406,3.502324999999999,-0.3823250000000007,2.8391750000000013
Manα1-2Manα1-6(Manα1-3)Manα1-6(Manα1-2Manα1-2Manα1-3)Manβ1-4GlcNAcβ1-4GlcNAcβ-Sp12,Mana1-2Mana1-6(Mana1-3)Mana1-6[Mana1-2Mana1-2Mana1-3]Manb1-4GlcNAcb1-4GlcNAcb-Sp12,Mana1-2Mana1-6(Mana1-3)Mana1-6(Mana1-2Mana1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,34.45127500000001,128.36515000000003,66.70475,54.844324999999984,190.15995,474.8237,109.27745,95.019675,60.79090000000001,3.2804499999999983,26.397050000000004,29.942075000000006,27.623725,-0.2366000000000001,4.55175,1.0519749999999997
Manα1-2Manα1-2Manα1-3(Manα1-2Manα1-3(Manα1-2Manα1-6)Manα1-6)Manβ1-4GlcNAcβ1-4GlcNAcβ-Sp12,Mana1-2Mana1-2Mana1-3(Mana1-2Mana1-3(Mana1-2Mana1-6)Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,Mana1-2Mana1-6(Mana1-2Mana1-3)Mana1-6(Mana1-2Mana1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,439.83230000000015,376.7268,362.89970000000005,270.057325,434.18009999999987,359.53152499999993,107.48595000000005,71.86652500000002,74.70345000000002,27.37935,16.009350000000005,74.895175,25.6893,1.1786249999999994,6.068800000000001,-0.1406249999999991
Manα1-3(Manα1-6)Manα-Sp9,Mana1-3(Mana1-6)Mana-Sp9,Mana1-6(Mana1-3)Mana-Sp9,115.5141,24.28245,28.66985,73.9577,26.916225000000004,753.9700750000002,187.081775,86.038125,62.5964,15.170675,64.83107500000001,54.61322500000001,22.340325,4.027125,0.16137499999999871,-0.9039750000000008
Manα1-3(Manα1-2Manα1-2Manα1-6)Manα-Sp9,Mana1-3(Mana1-2Mana1-2Mana1-6)Mana-Sp9,Mana1-2Mana1-2Mana1-6(Mana1-3)Mana-Sp9,155.916225,154.4694,92.06035,163.28224999999995,179.46945000000005,422.61425,73.649375,34.621025,41.36665,20.164625000000004,34.084475000000005,92.936575,39.984475,2.73415,1.4247999999999994,5.413325000000002
Manα1-6(Manα1-3)Manα1-6(Manα1-2Manα1-3)Manβ1-4GlcNAcβ1-4GlcNAcβ-Sp12,Mana1-6(Mana1-3)Mana1-6[Mana1-2Mana1-3]Manb1-4GlcNAcb1-4GlcNAcb-Sp12,Mana1-6(Mana1-3)Mana1-6(Mana1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,1100.44485,1258.83045,1065.8650499999997,926.6178000000003,1209.221875,3583.165,147.75525000000005,140.479725,44.1357,21.619875,52.946625,45.60125,28.192650000000004,0.8639500000000009,3.5208000000000013,4.540175000000001
Manα1-6(Manα1-3)Manα1-6(Manα1-3)Manβ1-4GlcNAcβ1-4GlcNAcβ-Sp12,Mana1-6(Mana1-3)Mana1-6(Mana1-3)Manb1-4GlcNAcb1-4 GlcNAcb-Sp12,Mana1-6(Mana1-3)Mana1-6(Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,70.12195,106.818425,58.28174999999998,91.753725,102.868675,1246.59055,108.07967499999998,167.52042500000005,50.911225000000016,7.277475000000001,38.602225,56.50770000000001,36.96244999999999,1.6244999999999994,1.6167749999999996,0.8173499999999994
Manβ1-4GlcNAcβ-Sp0,Manb1-4GlcNAcb-Sp0,Manb1-4GlcNAcb-Sp0,140.56244999999996,149.855175,48.398725000000006,90.88145,68.72210000000001,381.63015,77.65550000000002,114.423825,43.3094,47.66767499999999,91.581525,91.12135,11.11515,0.19775000000000095,4.5549750000000016,-0.009650000000000604
Neu5Acα2-3Galβ1-4GlcNAcβ1-3Galβ1-4(Fucα1-3)GlcNAc-Sp0,Neu5Aca2-3Galb1-4GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAc-Sp0,Neu5Aca2-3Galb1-4GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0,72.07067500000002,73.832025,62.788899999999984,-2.6505750000000035,65.44365000000002,162.28914999999995,55.72302500000001,61.000625,43.951475,19.56045,17.7738,47.80120000000001,25.44905,-1.0294499999999993,5.417999999999998,3.232224999999999
[3OSO3]Galβ1-4(Fucα1-3)[6OSO3]GlcNAc-Sp8,[3OSO3]Galb1-4(Fuca1-3)[6OSO3]GlcNAc-Sp8 ,(3S)Galb1-4(Fuca1-3)(6S)GlcNAcb-Sp8 ,97.7149,104.32070000000002,44.311525,84.23515,15.737850000000007,321.6788,109.630575,148.07325,59.75330000000001,18.95215,60.51417500000001,44.99284999999999,618.38,-1.4895750000000003,3.675175,0.1037750000000024
Fucα1-2[6OSO3]Galβ1-4GlcNAc-Sp0,Fuca1-2[6OSO3]Galb1-4GlcNAc-Sp0,Fuca1-2(6S)Galb1-4GlcNAcb-Sp0,61.53807499999999,130.06280000000007,52.242125,83.67492499999997,63.96360000000001,216.3826,35.65439999999999,101.30097499999998,41.5091,13.251825,24.34375,141.92875,13.648300000000004,6.713000000000001,13.454,4.8432
Fucα1-2Galβ1-4[6OSO3]GlcNAc-Sp8,Fuca1-2Galb1-4[6OSO3]GlcNAc-Sp8,Fuca1-2Galb1-4(6S)GlcNAcb-Sp8,84.73407500000002,62.51017499999999,33.03555,45.537275,311.20285,283.04475,36.518025,68.99655,50.14832499999999,27.076425000000004,33.73712499999999,168.85275,71.39202499999998,2.278775,0.3694999999999986,0.6995999999999967
Fucα1-2[6OSO3]Galβ1-4[6OSO3]Glc-Sp0,Fuca1-2[6OSO3]Galb1-4[6OSO3]Glc-Sp0,Fuca1-2(6S)Galb1-4(6S)Glcb-Sp0,74.80225000000002,41.16295000000001,63.6819,114.09330000000004,311.576375,517.198325,71.63527499999998,104.130625,196.00845,19.03615,26.114549999999994,235.89902500000005,50.13892500000002,-1.4414500000000008,0.3236749999999997,-0.9473250000000012
Neu5Acα2-3Galβ1-3GalNAcα-Sp8,Neu5Aca2-3Galb1-3GalNAca-Sp8,Neu5Aca2-3Galb1-3GalNAca-Sp8,-8.334675000000011,-36.59689999999999,38.02820000000001,-37.28997499999999,46.726075,376.33792500000015,116.05805,105.78682500000002,44.6005,13.73935,12.799075000000002,50.72517499999999,36.65807500000001,1.703975000000001,2.1629499999999995,1.8011
