ancient,old,new,AAL-2 (0.1ug/ml) CFG#2473  Slide#:14742 11/30/2011 Alexa488  CMZ,AAL-2 (10ug/ml) CFG#2473  Slide#:14742 11/30/2011 Alexa488  CMZ,AAL-2 (200ug/ml) CFG#2473  Slide#:14735 11/29/2011 Alexa488  CMZ,rAAL-2 103ug/ml Slide#15874 CFG#2649 v5.1 Alexa594 10/16/12 HJ,Biotin-rAAL-2 (200ug/ml) CFG#2807  Slide#:16374 V5.1 05/23/2013 Alexa488  CMZ,AAL(fungal) (200ug/mL) Slide# 11468 CFG# 1743 02/12/2010 V4.1 Alexa488 CMZ,Fungal AAL (200ug/mL) Slide#12853 CFG#2003 STA 488 5/19/10 Hong,Fungal AAL-50 (50ug/mL) Slide# 11385 CFG#2003 Alexa488 5/25/10 Hong,Fungal AAL-1 (1ug/mL) Slide#11340 CFG#2003 Alexa488 5/21/10 Hong,Fungal AAL-0.1 (0.1ug/mL) Slide#11385 CFG#1066 Alexa488 5/21/10 Hong
Fucα1-2Galβ1-4Glcβ-Sp0,Fuca1-2Galb1-4Glcb-Sp0,Fuca1-2Galb1-4Glcb-Sp0,28.056825,48.643925,96.103375,8.266900000000003,-11.739275,38.13985,2.61125,1.7107999999999992,4.144025000000003,3.2399750000000016
Fucα1-2Galβ-Sp8,Fuca1-2Galb-Sp8,Fuca1-2Galb-Sp8,22.47900000000001,57.42995,62.884175,31.23549999999999,5.962274999999997,38.74294999999999,15.5566,3.4541999999999984,5.787074999999998,7.476224999999999
Fucα1-3GlcNAcβ-Sp8,Fuca1-3GlcNAcb-Sp8,Fuca1-3GlcNAcb-Sp8,15.020950000000004,23.897425,17.576524999999993,21.195100000000007,1.0876750000000008,55.61879999999999,6.975850000000001,3.4968249999999994,3.785025000000001,1.074399999999999
Fucα1-4GlcNAcβ-Sp8,Fuca1-4GlcNAcb-Sp8,Fuca1-4GlcNAcb-Sp8,5.9947500000000025,13.607125,33.441475,39.59960000000001,-33.564675,26.93275,8.890550000000003,6.795425,6.1692750000000025,5.573799999999997
Fucβ1-3GlcNAcβ-Sp8,Fucb1-3GlcNAcb-Sp8,Fucb1-3GlcNAcb-Sp8,30.786325,34.61987500000001,32.56460000000001,25.803,5.662249999999999,70.61702499999998,3.1374499999999985,6.978674999999997,-2.1705499999999995,6.410625
GalNAcα1-3(Fucα1-2)Galβ1-3GlcNAcβ-Sp0,GalNAca1-3(Fuca1-2)Galb1-3GlcNAcb-Sp0,GalNAca1-3(Fuca1-2)Galb1-3GlcNAcb-Sp0,26.00865000000001,112.35745,1417.370025,16.066125,-31.573325,25684.892625,635.0022999999999,116.147325,11.5092,4.818549999999998
GalNAcα1-3(Fucα1-2)Galβ1-4(Fucα1-3)GlcNAcβ-Sp0,GalNAca1-3(Fuca1-2)Galb1-4(Fuca1-3)GlcNAcb-Sp0,GalNAca1-3(Fuca1-2)Galb1-4(Fuca1-3)GlcNAcb-Sp0,36.927475,80.64817500000002,51.11892500000002,14.939500000000002,-9.594499999999991,206.56957500000004,7.938424999999999,2.6094750000000007,1.9579499999999983,10.3281
[3OSO3]Galβ1-4(Fucα1-3)Glc-Sp0,[3OSO3]Galb1-4(Fuca1-3)Glc-Sp0,(3S)Galb1-4(Fuca1-3)Glcb-Sp0,20.139075,24.835075000000003,52.5486,9.904450000000006,-15.574799999999998,66.22115000000001,6.605175,3.293300000000001,7.534649999999999,4.238899999999999
GalNAcα1-3(Fucα1-2)Galβ1-4GlcNAcβ-Sp0,GalNAca1-3(Fuca1-2)Galb1-4GlcNAcb-Sp0,GalNAca1-3(Fuca1-2)Galb1-4GlcNAcb-Sp0,28.50415000000001,79.87100000000001,1622.91795,20.43815,-14.275925,27171.55650000001,1292.265575,124.74810000000002,9.033400000000004,5.269349999999998
GalNAcα1-3(Fucα1-2)Galβ1-4GlcNAcβ-Sp8,GalNAca1-3(Fuca1-2)Galb1-4GlcNAcb-Sp8,GalNAca1-3(Fuca1-2)Galb1-4GlcNAcb-Sp8,25.1278,95.4336,1334.1909749999998,10.417924999999997,-43.72670000000001,25675.86955,493.200975,142.370075,7.453275000000002,8.660025000000001
GalNAcα1-3(Fucα1-2)Galβ1-4Glcβ-Sp0,GalNAca1-3(Fuca1-2)Galb1-4Glcb-Sp0,GalNAca1-3(Fuca1-2)Galb1-4Glcb-Sp0,16.406275,160.923775,2052.252675,56.2051,29094.3277,18605.123375,1583.8546,136.6793,12.705375,6.999424999999999
GlcNAcβ1-3Galβ1-3GalNAcα-Sp8,GlcNAcb1-3Galb1-3GalNAca-Sp8,GlcNAcb1-3Galb1-3GalNAca-Sp8,384.28170000000017,4565.942850000001,28830.8902,20.287575,-18.408425,40025.164875,8504.412525,2809.0678,420.42617500000006,24.100025
GalNAcα1-3(Fucα1-2)Galβ-Sp8,GalNAca1-3(Fuca1-2)Galb-Sp8,GalNAca1-3(Fuca1-2)Galb-Sp8,11.944425,22.916,35.598325,-6.439524999999994,-16.6575,3256.500075,85.036525,5.560125,4.733599999999999,3.7700499999999977
GalNAcα1-3(Fucα1-2)Galβ-Sp18,GalNAca1-3(Fuca1-2)Galb-Sp18,GalNAca1-3(Fuca1-2)Galb-Sp18,-3.2652499999999947,-4.182599999999997,15.170775000000004,11.412025000000005,-2.5545250000000124,3230.325775,8.133999999999999,5.704324999999997,2.5691749999999987,4.263075000000004
GalNAcα1-3GalNAcβ-Sp8,GalNAca1-3GalNAcb-Sp8,GalNAca1-3GalNAcb-Sp8,10.769750000000002,38.476975,40.142575,13.77825,4.119575000000001,309.38139999999987,2.6279749999999997,4.964900000000001,2.3870499999999995,-0.8186500000000008
GalNAcα1-3Galβ-Sp8,GalNAca1-3Galb-Sp8,GalNAca1-3Galb-Sp8,23.379625,27.192150000000005,73.33275000000002,6.389625000000006,-7.360075000000001,76.22035,14.617800000000004,6.107400000000003,8.984224999999997,6.241924999999998
GalNAcα1-4(Fucα1-2)Galβ1-4GlcNAcβ-Sp8,GalNAca1-4(Fuca1-2)Galb1-4GlcNAcb-Sp8,GalNAca1-4(Fuca1-2)Galb1-4GlcNAcb-Sp8,6.185825,3.4780500000000014,37.98965,28.995625,21173.348500000004,41.0535,127.02952499999992,4.6712250000000015,4.195625,6.070200000000002
GalNAcβ1-3GalNAcα-Sp8,GalNAcb1-3GalNAca-Sp8,GalNAcb1-3GalNAca-Sp8,172.596475,2148.103150000001,32494.762675,10.116550000000002,-5.057949999999999,29099.185074999994,11197.95445,450.1665749999999,10.717199999999998,5.081575
GalNAcβ1-3(Fucα1-2)Galβ-Sp8,GalNAcb1-3(Fuca1-2)Galb-Sp8,GalNAcb1-3(Fuca1-2)Galb-Sp8,26.928325,19.533,69.239775,31.9398,14.648725000000002,40.735325,7.770999999999997,5.176074999999998,2.77665,13.185975
GalNAcβ1-3Galα1-4Galβ1-4GlcNAcβ-Sp0,GalNAcb1-3Gala1-4Galb1-4GlcNAcb-Sp0,GalNAcb1-3Gala1-4Galb1-4GlcNAcb-Sp0,14.724975000000002,24.89635,18.879425,28.87925000000001,9.757675,383.99175,15.08145,7.0248750000000015,8.210125,2.467250000000001
GalNAcβ1-4(Fucα1-3)GlcNAcβ-Sp0,GalNAcb1-4(Fuca1-3)GlcNAcb-Sp0,GalNAcb1-4(Fuca1-3)GlcNAcb-Sp0,40.62275,21.61985,35.982,14.1187,8.565750000000001,30.73272500000001,6.8089749999999984,8.869525,0.4449999999999994,4.193575
GalNAcβ1-4GlcNAcβ-Sp0,GalNAcb1-4GlcNAcb-Sp0,GalNAcb1-4GlcNAcb-Sp0,11.944575,14.217450000000005,29.41425,16.896299999999997,-15.163799999999995,34.01255000000003,6.9948000000000015,2.2401750000000007,2.1857,-0.8102249999999991
GalNAcβ1-4GlcNAcβ-Sp8,GalNAcb1-4GlcNAcb-Sp8,GalNAcb1-4GlcNAcb-Sp8,4.784700000000001,19.681575,56.73685,33.372150000000005,0.3357999999999999,1533.946675,16.590599999999995,5.285124999999999,5.318599999999999,-0.6052250000000008
Galα1-2Galβ-Sp8,Gala1-2Galb-Sp8,Gala1-2Galb-Sp8,26.32457499999999,47.710125,41.17185,12.412575000000004,5.146225000000001,56.36915000000001,1.0684499999999997,0.050425000000000615,2.3809000000000005,10.8469
Galα1-3(Fucα1-2)Galβ1-3GlcNAcβ-Sp0,Gala1-3(Fuca1-2)Galb1-3GlcNAcb-Sp0,Gala1-3(Fuca1-2)Galb1-3GlcNAcb-Sp0,16.411799999999992,60.04869999999998,178.63445,8.93375,17.162599999999998,39.078025000000025,8.765900000000002,7.422924999999998,2.579824999999998,9.080825
Galα1-3(Fucα1-2)Galβ1-3GlcNAcβ-Sp8,,Gala1-3(Fuca1-2)Galb1-3GlcNAcb-Sp8,42.9776,77.018,81.195,23.771775,17.8525,173.27604999999997,9.9334,16.132924999999997,11.439175,10.394175
Galα1-3(Fucα1-2)Galβ1-4(Fucα1-3)GlcNAcβ-Sp0,Gala1-3(Fuca1-2)Galb1-4(Fuca1-3)GlcNAcb-Sp0,Gala1-3(Fuca1-2)Galb1-4(Fuca1-3)GlcNAcb-Sp0,35.29884999999999,43.048425,70.13632500000001,19.813325,28.51205,101.77307500000006,9.017225000000002,4.993599999999999,9.273075,12.942249999999998
Galα1-3(Fucα1-2)Galβ1-4(Fucα1-3)GlcNAcβ-Sp8,,Gala1-3(Fuca1-2)Galb1-4(Fuca1-3)GlcNAcb-Sp8,22.364275,26.380825,22.384325000000004,11.246425,19.308100000000003,332.64667500000013,3.8598000000000012,8.9964,12.926599999999995,8.5588
Galα1-3(Fucα1-2)Galβ1-4GlcNAc-Sp0,Gala1-3(Fuca1-2)Galb1-4GlcNAc-Sp0,Gala1-3(Fuca1-2)Galb1-4GlcNAc-Sp0,14.277874999999998,41.42615,45.43047500000002,33.90282500000001,37.32715,68.25880000000001,6.365849999999997,3.4365500000000018,5.443775,3.608175
Galα1-3(Fucα1-2)Galβ1-4Glcβ-Sp0,Gala1-3(Fuca1-2)Galb1-4Glcb-Sp0,Gala1-3(Fuca1-2)Galb1-4Glcb-Sp0,27.327325000000005,63.984000000000016,69.632875,41.54280000000001,10.8629,122.38712500000004,4.097000000000001,1.9763499999999992,7.564525,8.383475
Galα1-3(Fucα1-2)Galβ-Sp8,Gala1-3(Fuca1-2)Galb-Sp8,Gala1-3(Fuca1-2)Galb-Sp8,10.398225000000009,24.258150000000004,52.870375,8.790074999999998,-14.705825000000004,20.4721,9.39345,1.5616000000000003,3.197325,5.7624749999999985
Galα1-3(Fucα1-2)Galβ-Sp18,Gala1-3(Gala1-4)Galb1-4GlcNAcb-Sp8,Gala1-3(Fuca1-2)Galb-Sp18,9.133575000000002,25.39097499999999,22.683850000000003,15.6524,2.513375,52.36002500000001,4.135150000000001,6.9143500000000016,4.7784499999999985,1.8968
Galα1-3(Galα1-4)Galβ1-4GlcNAcβ-Sp8,Gala1-3GalNAca-Sp8,Gala1-4(Gala1-3)Galb1-4GlcNAcb-Sp8,12.070075000000005,10.953574999999995,31.44022499999999,17.510499999999997,1.3255500000000024,32.624649999999995,17.280324999999998,4.875775,6.399499999999998,5.1652000000000005
Galα1-3GalNAcα-Sp8,,Gala1-3GalNAca-Sp8,25.29425,38.95154999999999,37.97472500000001,5.574299999999997,18.4498,14.930100000000005,5.448399999999998,2.8920249999999985,2.0721000000000016,3.1549499999999995
Galα1-3GalNAcα-Sp16,Gala1-3GalNAca-Sp16,Gala1-3GalNAca-Sp16,18.881325,40.17825000000001,59.65955,29.847050000000007,5.992399999999999,20.95324999999997,13.313325,6.484400000000001,3.2413,12.269075
Galα1-3GalNAcβ-Sp8,Gala1-3GalNAcb-Sp8,Gala1-3GalNAcb-Sp8,6.5662999999999965,20.542525,26.68627500000001,24.004875,-1.0124250000000012,19.222075000000004,4.648075000000001,9.824699999999998,3.2389,4.910825
Galα1-3Galβ1-4(Fucα1-3)GlcNAcβ-Sp8,Gala1-3Galb1-4(Fuca1-3)GlcNAcb-Sp8,Gala1-3Galb1-4(Fuca1-3)GlcNAcb-Sp8,13.96825,20.0957,29.513625,25.588725,-11.842749999999995,20.510949999999994,5.4052500000000006,1.4943499999999998,3.072175,5.5982499999999975
Galα1-3Galβ1-3GlcNAcβ-Sp0,Gala1-3Galb1-3GlcNAcb-Sp0,Gala1-3Galb1-3GlcNAcb-Sp0,10.061675,76.94152500000003,274.370625,9.851975,-16.930174999999995,10.9351,12.9308,5.4315,3.639325,2.758475
Galα1-3Galβ1-4GlcNAcβ-Sp8,Gala1-3Galb1-4GlcNAcb-Sp8,Gala1-3Galb1-4GlcNAcb-Sp8,10.64045,27.454224999999994,26.848125,29.306125000000005,16.879649999999998,44.13424999999999,9.573975,3.2915500000000013,-0.2067249999999996,13.15355
Galα1-3Galβ1-4Glcβ-Sp0,Gala1-3Galb1-4Glcb-Sp0,Gala1-3Galb1-4Glcb-Sp0,25.83520000000001,32.437775,40.1511,33.417975,6.91965,30.73805,10.0494,7.646975000000002,8.305349999999999,7.906850000000001
,,Gala1-3Galb1-4Glc-Sp10,30.958625000000005,44.89234999999999,48.504425,18.395225000000003,28.14575,,,,,
Galα1-3Galβ-Sp8,Gala1-3Galb-Sp8,Gala1-3Galb-Sp8,18.446625000000004,44.521475,58.05705,37.75014999999999,6.3558749999999975,17.285649999999997,8.242600000000001,2.42865,3.5108,2.6809499999999997
Galα1-4(Fucα1-2)Galβ1-4GlcNAcβ-Sp8,Gala1-4(Fuca1-2)Galb1-4GlcNAcb-Sp8,Gala1-4(Fuca1-2)Galb1-4GlcNAcb-Sp8,26.14145000000001,30.440549999999995,730.5371250000003,8.783974999999998,-3.5704249999999984,15169.365125,632.49695,8.742750000000001,6.405449999999997,7.83115
Galα1-4Galβ1-4GlcNAcβ-Sp0,Gala1-4Galb1-4GlcNAcb-Sp0,Gala1-4Galb1-4GlcNAcb-Sp0,28.19487500000001,32.18445,345.882375,5.846875,5.848525000000001,8128.1986750000015,108.6124,7.988099999999998,9.713449999999998,9.657425
Galα1-4Galβ1-4GlcNAcβ-Sp8,Gala1-4Galb1-4GlcNAcb-Sp8,Gala1-4Galb1-4GlcNAcb-Sp8,21.442950000000003,13.199800000000005,507.46867500000013,26.868925000000008,11.44025,8981.380949999999,159.78299999999996,2.113675000000001,6.043625,1.733325000000001
Galα1-4Galβ1-4Glcβ-Sp0,Gala1-4Galb1-4Glcb-Sp0,Gala1-4Galb1-4Glcb-Sp0,27.7346,36.340875,615.148275,26.31385000000001,3.864125,10621.5482,81.34479999999998,11.681149999999995,10.835550000000005,5.457899999999999
Galα1-4GlcNAcβ-Sp8,Gala1-4GlcNAcb-Sp8,Gala1-4GlcNAcb-Sp8,8.619600000000002,28.3788,20.463499999999996,37.282425,17.657125,42.56485000000009,10.966075,6.866949999999999,8.077199999999998,8.718525000000003
Galα1-6Glcβ-Sp8,Gala1-6Glcb-Sp8,Gala1-6Glcb-Sp8,11.805350000000002,52.424725,61.6959,9.515074999999992,11.114624999999991,55.249625,4.73265,6.372749999999997,2.457475,5.322225000000001
Galβ1-2Galβ-Sp8,Galb1-2Galb-Sp8,Galb1-2Galb-Sp8,33.16277500000001,105.472725,67.6262,4.8285,4.775924999999999,20.498025000000013,9.4366,8.941375,4.23915,3.6983000000000006
Galβ1-3(Fucα1-4)GlcNAcβ1-3Galβ1-4(Fucα1-3)GlcNAcβ-Sp0,Galb1-3(Fuca1-4)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0,Galb1-3(Fuca1-4)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0,10.865799999999998,18.639025,30.390525000000004,19.198024999999987,13.961025000000005,126.42817499999998,7.796924999999996,8.15995,2.778275,1.8884250000000016
Galβ1-3(Fucα1-4)GlcNAcβ1-3Galβ1-4GlcNAcβ-Sp0,Galb1-3(Fuca1-4)GlcNAcb1-3Galb1-4GlcNAcb-Sp0,Galb1-3(Fuca1-4)GlcNAcb1-3Galb1-4GlcNAcb-Sp0,,,,,,45.573325,14.486500000000005,3.738900000000001,5.986775,6.16
Galβ1-3(Fucα1-4)GlcNAcβ-Sp0,Galb1-3(Fuca1-4)GlcNAcb-Sp0,Galb1-3(Fuca1-4)GlcNAc-Sp0 ,34.90129999999999,31.521925000000003,59.5345,5.774925000000002,1.9179999999999997,51.2625,6.621475,6.409625,8.9851,6.994325
Galβ1-3(Fucα1-4)GlcNAcβ-Sp8,Galb1-3(Fuca1-4)GlcNAc-Sp8,Galb1-3(Fuca1-4)GlcNAc-Sp8 ,-2.712975000000002,32.0009,23.89659999999999,13.4293,-0.6063249999999982,135.5604,5.399799999999997,8.669175,4.03105,11.1388
Galβ1-3(Fucα1-4)GlcNAc-Sp8,Galb1-3(Fuca1-4)GlcNAcb-Sp8,Fuca1-4(Galb1-3)GlcNAcb-Sp8,14.589325000000002,17.734325000000005,46.5716,5.977100000000008,6.925349999999997,41.713225,9.597400000000002,5.55965,1.3298999999999994,3.596875
Galβ1-4GlcNAcβ1-6GalNAcα-Sp8,Galb1-4GlcNAcb1-6GalNAca-Sp8,Galb1-4GlcNAcb1-6GalNAca-Sp8,26.979049999999994,18.538250000000005,50.92099999999999,13.203175000000002,22.5917,105.4887,6.1663000000000014,6.5014749999999975,10.211599999999997,6.994325
,,Galb1-4GlcNAcb1-6GalNAc-Sp14,32.466725,83.81792500000003,120.07090000000004,11.554550000000004,316.121875,,,,,
Galβ1-3(GlcNAcβ1-6)GalNAcα-Sp8,Galb1-3(GlcNAcb1-6)GalNAca-Sp8,GlcNAcb1-6(Galb1-3)GalNAca-Sp8 ,4.9821500000000025,21.32765,104.73087500000004,10.554349999999996,5.73085,16651.911425,37.1879,2.87935,7.5637250000000025,2.881924999999998
Galβ1-3(GlcNAcβ1-6)GalNAc-Sp14,Galb1-3(GlcNAcb1-6)GalNAc-Sp14,GlcNAcb1-6(Galb1-3)GalNAca-Sp14,5.802674999999999,5.1679999999999975,22.192225,31.38145,0.14949999999999974,289.4466500000001,5.473374999999999,3.7383250000000015,4.1832,10.15075
Galβ1-3(Neu5Acα2-6)GalNAcα-Sp8,Galb1-3(Neu5Aca2-6)GalNAca-Sp8,Neu5Aca2-6(Galb1-3)GalNAca-Sp8,7.434750000000001,10.963299999999998,2.6309999999999985,24.441025000000003,-8.613600000000002,53.35295000000002,4.545824999999999,4.848025000000002,6.448000000000008,1.5934000000000008
Galβ1-3(Neu5Acα2-6)GalNAcα-Sp14,Galb1-3(Neu5Aca2-6)GalNAca-Sp14,Neu5Aca2-6(Galb1-3)GalNAca-Sp14,28.1074,33.993925,24.697850000000006,8.900900000000004,10.40445,108.38082499999996,18.448025,10.2729,12.068925,9.944224999999998
Galβ1-3(Neu5Acβ2-6)GalNAcα-Sp8,Galb1-3(Neu5Acb2-6)GalNAca-Sp8,Neu5Acb2-6(Galb1-3)GalNAca-Sp8,7.920350000000001,9.537849999999997,22.67055,16.053425000000004,19.41275,37.172225,15.230099999999993,17.038125,2.440575,19.236825
Galβ1-3(Neu5Acα2-6)GlcNAcβ1-4Galβ1-4Glcβ-Sp10,Galb1-3(Neu5Aca2-6)GlcNAcb1-4Galb1-4Glcb-Sp10,Neu5Aca2-6(Galb1-3)GlcNAcb1-4Galb1-4Glcb-Sp10,7.351375000000001,25.138575000000003,28.27975,15.72395,0.6072249999999997,78.4178,5.902299999999999,8.381325,2.09115,4.341549999999999
Galβ1-3GalNAcα-Sp8,Galb1-3GalNAca-Sp8,Galb1-3GalNAca-Sp8,18.033725000000004,15.284874999999998,36.5322,7.496799999999995,18.752625,13.351775000000005,13.775275,-0.0010750000000010473,4.370725,3.071125000000001
Galβ1-3GalNAcα-Sp14,,Galb1-3GalNAca-Sp14,9.160824999999996,47.498575,84.1127,34.98715,5.0849750000000045,6.751924999999997,4.398224999999998,3.383899999999999,0.5946750000000014,2.1166249999999978
Galβ1-3GalNAcα-Sp16,Galb1-3GalNAca-Sp16,Galb1-3GalNAca-Sp16,17.40875,24.225,47.81225000000001,24.810600000000004,6.9070750000000025,8.819625000000006,11.532125,4.506949999999999,4.622000000000002,13.544225000000004
Galβ1-3GalNAcβ-Sp8,Galb1-3GalNAcb-Sp8,Galb1-3GalNAcb-Sp8,32.368225,43.8925,36.5908,21.05745,3.4429,22.056325000000005,4.676099999999998,4.765650000000002,8.008175,2.665374999999999
Galβ1-3GalNAcβ1-3Galα1-4Galβ1-4Glcβ-Sp0,Galb1-3GalNAcb1-3Gala1-4Galb1-4Glcb-Sp0,Galb1-3GalNAcb1-3Gala1-4Galb1-4Glcb-Sp0,29.151225,20.433449999999997,20.0957,9.8408,4.3710749999999985,68.452475,22.895425000000003,6.1191,4.4697999999999976,21.454200000000004
Galβ1-3GalNAcβ1-4(Neu5Acα2-3)Galβ1-4Glcβ-Sp0,Galb1-3GalNAcb1-4(Neu5Aca2-3)Galb1-4Glcb-Sp0,Galb1-3GalNAcb1-4(Neu5Aca2-3)Galb1-4Glcb-Sp0,16.612099999999998,26.32539999999999,16.542275000000004,17.263074999999994,10.91,49.496550000000006,3.5499750000000017,1.7468000000000012,6.6750250000000015,1.398225
Galβ1-3GalNAcβ1-4Galβ1-4Glcβ-Sp8,Galb1-3GalNAcb1-4Galb1-4Glcb-Sp8,Galb1-3GalNAcb1-4Galb1-4Glcb-Sp8,10.7154,26.139475,41.64842499999999,18.20765,14.835749999999996,49.03270000000001,38.07792500000001,2.5665750000000003,3.519099999999999,6.63895
Galβ1-3Galβ-Sp8,Galb1-3Galb-Sp8,Galb1-3Galb-Sp8,21.6445,34.23652499999999,42.8163,14.407475000000005,9.734425000000002,89.94864999999999,9.593225,13.5228,3.0902749999999988,4.3774000000000015
Galβ1-3GlcNAcβ1-3Galβ1-4GlcNAcβ-Sp0,Galb1-3GlcNAcb1-3Galb1-4GlcNAcb-Sp0,Galb1-3GlcNAcb1-3Galb1-4GlcNAcb-Sp0,12.407574999999996,22.351975,29.11915,18.788075,-0.4646249999999981,585.7033250000002,8.047075000000001,-0.2330500000000004,6.2161500000000025,4.822775
Galβ1-3GlcNAcβ1-3Galβ1-4Glcβ-Sp10,Galb1-3GlcNAcb1-3Galb1-4Glcb-Sp10,Galb1-3GlcNAcb1-3Galb1-4Glcb-Sp10,6.703550000000004,36.23655,17.661450000000006,21.134475,1.0400750000000007,6722.801525000002,18.026025,2.7229499999999986,5.725625,11.903799999999995
Galβ1-3GlcNAcβ-Sp0,Galb1-3GlcNAcb-Sp0,Galb1-3GlcNAcb-Sp0,22.29375,23.38665,26.447325,22.2613,11.532325000000005,33.68739999999999,11.65055,1.686175000000001,4.413550000000001,2.1751750000000007
Galβ1-3GlcNAcβ-Sp8,Galb1-3GlcNAcb-Sp8,Galb1-3GlcNAcb-Sp8,14.682825000000005,44.24370000000001,37.341425,11.612125000000002,7.782400000000001,84.18150000000014,4.078825,9.727175,8.768925,6.096399999999999
Galβ1-4(Fucα1-3)GlcNAcβ-Sp0,Galb1-4(Fuca1-3)GlcNAcb-Sp0,Galb1-4(Fuca1-3)GlcNAcb-Sp0,7.732849999999999,33.583949999999994,41.17020000000001,21.943099999999994,13.236575,120.68655000000014,9.654225,3.7729000000000017,2.085324999999999,3.122275
Galβ1-4(Fucα1-3)GlcNAcβ-Sp8,Galb1-4(Fuca1-3)GlcNAcb-Sp8,Galb1-4(Fuca1-3)GlcNAcb-Sp8,12.676200000000007,35.884175000000006,26.284425,35.72052500000001,62.84815,22.533225,4.706675,9.448375,3.859025,4.99795
Galβ1-4(Fucα1-3)GlcNAcβ1-4Galβ1-4(Fucα1-3)GlcNAcβ-Sp0,Galb1-4(Fuca1-3)GlcNAcb1-4Galb1-4(Fuca1-3)GlcNAcb-Sp0,Galb1-4(Fuca1-3)GlcNAcb1-4Galb1-4(Fuca1-3)GlcNAcb-Sp0,40.6083,73.31235000000002,101.093325,9.119174999999998,1.925275,704.6105999999997,13.798425000000005,8.699974999999998,11.505750000000004,3.4693250000000013
Galβ1-4(Fucα1-3)GlcNAcβ1-4Galβ1-4(Fucα1-3)GlcNAcβ1-4Galβ1-4(Fucα1-3)GlcNAcβ-Sp0,Galb1-4(Fuca1-3)GlcNAcb1-4Galb1-4(Fuca1-3)GlcNAcb1-4Galb1-4(Fuca1-3)GlcNAcb-Sp0,Galb1-4(Fuca1-3)GlcNAcb1-4Galb1-4(Fuca1-3)GlcNAcb1-4Galb1-4(Fuca1-3)GlcNAcb-Sp0,6.9633499999999975,23.749875,20.180200000000006,36.051,21.19625,87.28522500000004,6.236150000000001,7.587525000000002,0.2904499999999999,12.011074999999998
Galβ1-4[6OSO3]Glcβ-Sp0,Galb1-4[6OSO3]Glcb-Sp0,Galb1-4(6S)Glcb-Sp0,29.73154999999999,38.533675,50.594925,30.132075,10.703225000000003,82.55439999999999,11.017475000000005,3.690375,4.3828999999999985,2.1862249999999994
Galβ1-4[6OSO3]Glcβ-Sp8,Galb1-4[6OSO3]Glcb-Sp8,Galb1-4(6S)Glcb-Sp8,9.434275000000003,36.38695,33.42715,12.682100000000005,0.8290999999999995,123.4239,5.000925,6.006325000000001,2.9655000000000005,2.5650749999999998
Galβ1-4GalNAcα1-3(Fucα1-2)Galβ1-4GlcNAcβ-Sp8,Galb1-4GalNAca1-3(Fuca1-2)Galb1-4GlcNAcb-Sp8,Galb1-4GalNAca1-3(Fuca1-2)Galb1-4GlcNAcb-Sp8,11.312150000000004,23.04032500000001,714.998575,11.19895,-10.371025,19721.871275000005,460.8631,42.8805,5.848874999999999,12.463525
Galβ1-4GalNAcβ1-3(Fucα1-2)Galβ1-4GlcNAcβ-Sp8,Galb1-4GalNAcb1-3(Fuca1-2)Galb1-4GlcNAcb-Sp8,Galb1-4GalNAcb1-3(Fuca1-2)Galb1-4GlcNAcb-Sp8,2.414675000000001,16.3606,5.463049999999999,-0.8283249999999995,2.8584250000000013,39.366375,9.160975,3.5379,6.584825000000002,6.895100000000001
Galβ1-4GlcNAcβ1-3GalNAcα-Sp8,Galb1-4GlcNAcb1-3GalNAca-Sp8,Galb1-4GlcNAcb1-3GalNAca-Sp8,5.437949999999999,26.616675,13.963125,21.642049999999994,16.2484,12.000674999999998,5.532375000000003,5.919324999999998,9.9753,-1.2803000000000004
Galβ1-4GlcNAcβ1-3GalNAcα-Sp14,Galb1-4GlcNAcb1-3GalNAc-Sp14,Galb1-4GlcNAcb1-3GalNAc-Sp14,15.212899999999998,56.61325000000001,48.40725000000001,29.863000000000003,16.551700000000004,11.050975000000006,8.024199999999999,5.9173750000000025,1.4604250000000008,3.2265500000000005
Galβ1-4GlcNAcβ1-3Galβ1-4(Fucα1-3)GlcNAcβ1-3Galβ1-4(Fucα1-3)GlcNAcβ-Sp0,Galb1-4GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0,Galb1-4GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0,8.415325,49.42037500000001,30.41835,36.824025,20.204850000000004,81.59712499999989,3.4316499999999994,4.690950000000003,2.81035,6.229124999999998
Galβ1-4GlcNAcβ1-3Galβ1-4GlcNAcβ1-3Galβ1-4GlcNAcβ-Sp0,Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0,Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0,22.191774999999996,27.489349999999995,45.64655,22.981200000000005,100.3545,88.45705,8.643374999999999,9.228075,5.699300000000001,3.866475
